sample,assembly,Name,Completeness,Contamination,Coding_Density,Contig_N50,Average_Gene_Length,Genome_Size,GC_Content,Total_Contigs,Max_Contig_Length
SAMEA3136663,Hybrid (hybridspades),SemiBin_107.fa,14.48,1.35,0.817,16122,213.8693467336684,776749,0.47,70,58346
SAMEA3136663,Hybrid (hybridspades),SemiBin_11.fa,90.28,0.7,0.876,353164,326.6291504959034,2590431,0.59,11,972714
SAMEA3136663,Hybrid (hybridspades),SemiBin_110.fa,51.24,0.55,0.821,14179,225.0820433436533,1585061,0.5,170,57057
SAMEA3136663,Hybrid (hybridspades),SemiBin_112.fa,64.61,1.16,0.896,14337,288.8447254049782,2436898,0.46,221,56204
SAMEA3136663,Hybrid (hybridspades),SemiBin_114.fa,6.53,0.07,0.887,28042,266.39453125,229680,0.44,15,55159
SAMEA3136663,Hybrid (hybridspades),SemiBin_116.fa,30.91,0.88,0.809,12820,189.725620835857,1152758,0.43,126,53891
SAMEA3136663,Hybrid (hybridspades),SemiBin_117.fa,21.26,0.0,0.854,25224,334.4,498127,0.56,28,53836
SAMEA3136663,Hybrid (hybridspades),SemiBin_118.fa,14.08,0.14,0.857,27859,283.9836065573771,604470,0.53,37,53384
SAMEA3136663,Hybrid (hybridspades),SemiBin_12.fa,92.04,0.14,0.868,774023,335.275615212528,2588027,0.33,6,785018
SAMEA3136663,Hybrid (hybridspades),SemiBin_120.fa,6.13,0.0,0.834,14924,268.1695652173913,221201,0.37,18,52006
SAMEA3136663,Hybrid (hybridspades),SemiBin_121.fa,42.08,2.28,0.737,14519,170.0703624733476,1606642,0.47,169,51274
SAMEA3136663,Hybrid (hybridspades),SemiBin_122.fa,33.55,0.99,0.825,11959,203.3893678160919,1535715,0.44,202,50551
SAMEA3136663,Hybrid (hybridspades),SemiBin_125.fa,9.0,0.13,0.863,19816,272.8076923076923,343355,0.5,26,49633
SAMEA3136663,Hybrid (hybridspades),SemiBin_128.fa,7.85,0.01,0.856,21368,282.6885245901639,421633,0.52,29,46928
SAMEA3136663,Hybrid (hybridspades),SemiBin_13.fa,99.84,1.74,0.864,281473,312.1603488762161,3226285,0.43,11,784890
SAMEA3136663,Hybrid (hybridspades),SemiBin_131.fa,67.36,3.28,0.88,18726,263.4682615629984,2803917,0.5,230,44408
SAMEA3136663,Hybrid (hybridspades),SemiBin_132.fa,13.88,0.5,0.745,18883,168.2235872235872,546713,0.42,35,44272
SAMEA3136663,Hybrid (hybridspades),SemiBin_134.fa,6.02,0.01,0.763,13142,156.3489736070381,413222,0.46,45,42840
SAMEA3136663,Hybrid (hybridspades),SemiBin_137.fa,9.7,0.02,0.762,10391,176.0082872928177,495625,0.51,62,42170
SAMEA3136663,Hybrid (hybridspades),SemiBin_138.fa,6.48,0.03,0.843,22153,234.6599190283401,205515,0.51,10,42053
SAMEA3136663,Hybrid (hybridspades),SemiBin_14.fa,73.1,0.6,0.879,293079,336.7086848635236,2311154,0.58,12,755141
SAMEA3136663,Hybrid (hybridspades),SemiBin_141.fa,33.21,1.45,0.763,11037,194.1217194570136,1675052,0.63,218,39499
SAMEA3136663,Hybrid (hybridspades),SemiBin_142.fa,9.57,0.05,0.853,30263,263.7794486215539,368620,0.4,17,39209
SAMEA3136663,Hybrid (hybridspades),SemiBin_146.fa,32.12,0.57,0.833,9727,196.4368279569892,1045192,0.43,133,37615
SAMEA3136663,Hybrid (hybridspades),SemiBin_15.fa,67.11,0.98,0.891,405404,305.8366745283019,1743700,0.37,8,658044
SAMEA3136663,Hybrid (hybridspades),SemiBin_153.fa,8.73,0.3,0.743,10862,157.0949464012251,411053,0.6,50,34880
SAMEA3136663,Hybrid (hybridspades),SemiBin_154.fa,10.17,0.0,0.876,24793,288.2629310344827,228571,0.43,11,34188
SAMEA3136663,Hybrid (hybridspades),SemiBin_159.fa,15.2,0.38,0.789,7556,231.9565573770492,1065803,0.62,158,32906
SAMEA3136663,Hybrid (hybridspades),SemiBin_16.fa,75.92,0.28,0.881,185940,306.8253687315634,1768560,0.58,12,634309
SAMEA3136663,Hybrid (hybridspades),SemiBin_164.fa,44.58,0.88,0.848,9566,272.0069821567106,1238207,0.58,174,31351
SAMEA3136663,Hybrid (hybridspades),SemiBin_166.fa,5.93,0.0,0.746,14054,203.4076433121019,381550,0.56,35,31219
SAMEA3136663,Hybrid (hybridspades),SemiBin_168.fa,30.59,0.46,0.771,12612,167.2287160607455,1400182,0.55,140,30546
SAMEA3136663,Hybrid (hybridspades),SemiBin_169.fa,24.95,0.34,0.838,7466,239.3688212927757,1570259,0.42,218,29750
SAMEA3136663,Hybrid (hybridspades),SemiBin_17.fa,80.61,18.15,0.852,365730,312.6096072186837,4139685,0.42,20,615027
SAMEA3136663,Hybrid (hybridspades),SemiBin_170.fa,14.44,1.59,0.762,11162,154.9191919191919,896637,0.48,112,29571
SAMEA3136663,Hybrid (hybridspades),SemiBin_18.fa,76.06,11.14,0.864,539719,310.3802055164954,1990822,0.29,7,612301
SAMEA3136663,Hybrid (hybridspades),SemiBin_180.fa,4.3,0.0,0.568,7260,112.4052419354839,290593,0.49,44,26896
SAMEA3136663,Hybrid (hybridspades),SemiBin_183.fa,10.52,0.16,0.819,6835,213.5681511470985,576355,0.59,94,26280
SAMEA3136663,Hybrid (hybridspades),SemiBin_185.fa,6.24,0.02,0.777,10423,163.1742021276596,467979,0.48,51,25728
SAMEA3136663,Hybrid (hybridspades),SemiBin_189.fa,14.35,1.71,0.702,10101,148.0508196721312,760993,0.45,100,23922
SAMEA3136663,Hybrid (hybridspades),SemiBin_19.fa,99.4,10.43,0.896,211972,303.07296,3163584,0.41,23,601015
SAMEA3136663,Hybrid (hybridspades),SemiBin_190.fa,23.25,0.16,0.805,6666,195.8777089783282,937731,0.59,160,23817
SAMEA3136663,Hybrid (hybridspades),SemiBin_191.fa,13.19,0.35,0.767,7543,157.9622093023256,840263,0.48,132,23694
SAMEA3136663,Hybrid (hybridspades),SemiBin_193.fa,5.89,0.0,0.808,9448,173.6,267987,0.45,35,23516
SAMEA3136663,Hybrid (hybridspades),SemiBin_196.fa,4.66,0.0,0.765,8606,193.1120448179272,268653,0.38,40,23064
SAMEA3136663,Hybrid (hybridspades),SemiBin_198.fa,16.05,0.49,0.587,7743,127.288441145281,608981,0.41,94,22735
SAMEA3136663,Hybrid (hybridspades),SemiBin_199.fa,4.63,0.0,0.74,8318,169.6428571428571,304235,0.5,44,22680
SAMEA3136663,Hybrid (hybridspades),SemiBin_2.fa,99.88,0.1,0.873,1867985,326.6982603479304,1867985,0.53,1,1867985
SAMEA3136663,Hybrid (hybridspades),SemiBin_20.fa,67.58,0.01,0.907,323228,322.2209944751381,1926392,0.38,11,584149
SAMEA3136663,Hybrid (hybridspades),SemiBin_200.fa,6.37,0.0,0.863,16212,280.7636363636364,214011,0.62,21,22564
SAMEA3136663,Hybrid (hybridspades),SemiBin_201.fa,5.95,0.01,0.571,9702,104.6374871266735,526335,0.5,70,22390
SAMEA3136663,Hybrid (hybridspades),SemiBin_203.fa,16.48,2.47,0.797,6451,214.4497991967872,1199775,0.38,211,22258
SAMEA3136663,Hybrid (hybridspades),SemiBin_204.fa,62.06,1.61,0.863,8351,267.7252475247525,1871710,0.44,268,22227
SAMEA3136663,Hybrid (hybridspades),SemiBin_205.fa,5.23,0.03,0.829,7884,202.7944162436548,287808,0.36,44,22140
SAMEA3136663,Hybrid (hybridspades),SemiBin_207.fa,17.29,2.07,0.796,8994,179.9498207885305,936039,0.42,121,22042
SAMEA3136663,Hybrid (hybridspades),SemiBin_208.fa,6.02,0.01,0.766,8342,185.7362270450751,430596,0.55,62,21601
SAMEA3136663,Hybrid (hybridspades),SemiBin_209.fa,12.02,0.47,0.78,5901,186.5850178359096,600003,0.35,115,21565
SAMEA3136663,Hybrid (hybridspades),SemiBin_21.fa,33.81,0.03,0.9,575345,336.9298245614035,575345,0.38,1,575345
SAMEA3136663,Hybrid (hybridspades),SemiBin_210.fa,10.53,0.08,0.773,12561,212.5836734693877,599830,0.58,65,21508
SAMEA3136663,Hybrid (hybridspades),SemiBin_217.fa,10.11,0.1,0.804,15723,220.2183098591549,231536,0.65,19,19900
SAMEA3136663,Hybrid (hybridspades),SemiBin_22.fa,43.37,0.6,0.889,227366,315.3827893175074,1430933,0.42,8,560107
SAMEA3136663,Hybrid (hybridspades),SemiBin_225.fa,3.94,0.0,0.686,7530,134.2109004739337,244989,0.61,39,17825
SAMEA3136663,Hybrid (hybridspades),SemiBin_229.fa,6.2,0.0,0.805,7141,204.3286516853933,269450,0.4,45,17084
SAMEA3136663,Hybrid (hybridspades),SemiBin_23.fa,89.82,2.91,0.852,225074,288.7920577617328,2807826,0.53,17,541591
SAMEA3136663,Hybrid (hybridspades),SemiBin_24.fa,24.56,0.37,0.888,536085,320.0865191146881,536085,0.62,1,536085
SAMEA3136663,Hybrid (hybridspades),SemiBin_25.fa,58.62,1.77,0.864,75787,273.6164854035489,1654972,0.46,40,530507
SAMEA3136663,Hybrid (hybridspades),SemiBin_252.fa,4.41,0.0,0.716,8188,151.4306930693069,252729,0.43,37,13522
SAMEA3136663,Hybrid (hybridspades),SemiBin_26.fa,80.75,1.27,0.878,257564,325.1271266540643,2348431,0.41,15,511172
SAMEA3136663,Hybrid (hybridspades),SemiBin_27.fa,61.87,0.18,0.872,303646,334.7173652694611,1921350,0.58,13,508985
SAMEA3136663,Hybrid (hybridspades),SemiBin_28.fa,50.27,0.01,0.908,403512,320.0702479338843,1532159,0.44,5,501350
SAMEA3136663,Hybrid (hybridspades),SemiBin_29.fa,84.13,3.49,0.887,261920,338.3376361436063,2831303,0.48,17,453951
SAMEA3136663,Hybrid (hybridspades),SemiBin_3.fa,73.03,0.03,0.886,1509038,316.8630234208659,1509038,0.4,1,1509038
SAMEA3136663,Hybrid (hybridspades),SemiBin_30.fa,87.68,0.85,0.9,303337,298.8134568896052,2466242,0.29,15,451430
SAMEA3136663,Hybrid (hybridspades),SemiBin_31.fa,33.23,2.8,0.872,263668,333.9116751269036,1129375,0.45,8,323441
SAMEA3136663,Hybrid (hybridspades),SemiBin_32.fa,70.38,5.06,0.871,136726,317.6855716878403,2408298,0.45,25,439948
SAMEA3136663,Hybrid (hybridspades),SemiBin_327.fa,6.19,0.01,0.86,3811,256.4106463878327,234284,0.46,63,7390
SAMEA3136663,Hybrid (hybridspades),SemiBin_33.fa,99.94,5.75,0.85,224166,319.5797962648557,2653571,0.58,19,429371
SAMEA3136663,Hybrid (hybridspades),SemiBin_34.fa,27.61,0.01,0.879,403073,321.0973574408901,785753,0.58,8,403073
SAMEA3136663,Hybrid (hybridspades),SemiBin_35.fa,12.21,0.0,0.857,395419,343.9848024316109,395419,0.42,1,395419
SAMEA3136663,Hybrid (hybridspades),SemiBin_36.fa,45.88,5.9,0.89,130998,349.0417344173442,2167472,0.43,27,225468
SAMEA3136663,Hybrid (hybridspades),SemiBin_37.fa,85.51,36.73,0.898,123358,344.2620513909535,5408306,0.43,74,379268
SAMEA3136663,Hybrid (hybridspades),SemiBin_38.fa,23.22,4.51,0.853,372301,294.5042372881356,487920,0.29,2,372301
SAMEA3136663,Hybrid (hybridspades),SemiBin_39.fa,53.49,1.86,0.862,252306,317.4567819148936,1658722,0.57,21,366155
SAMEA3136663,Hybrid (hybridspades),SemiBin_4.fa,70.92,0.04,0.909,1497161,315.251040221914,1497161,0.44,1,1497161
SAMEA3136663,Hybrid (hybridspades),SemiBin_40.fa,18.43,0.0,0.872,337422,336.9156414762742,658267,0.44,7,337422
SAMEA3136663,Hybrid (hybridspades),SemiBin_41.fa,12.88,0.0,0.896,325366,351.2490974729242,325366,0.44,1,325366
SAMEA3136663,Hybrid (hybridspades),SemiBin_42.fa,63.34,11.96,0.861,177527,331.3496477567668,3108135,0.42,27,321870
SAMEA3136663,Hybrid (hybridspades),SemiBin_43.fa,13.19,0.0,0.888,291030,321.9216417910447,291030,0.43,1,291030
SAMEA3136663,Hybrid (hybridspades),SemiBin_44.fa,13.48,0.08,0.858,286824,330.7115839243499,488071,0.58,4,286824
SAMEA3136663,Hybrid (hybridspades),SemiBin_45.fa,10.26,0.0,0.851,256512,307.506329113924,256512,0.42,1,256512
SAMEA3136663,Hybrid (hybridspades),SemiBin_46.fa,11.85,0.0,0.897,250156,365.4146341463415,250156,0.38,1,250156
SAMEA3136663,Hybrid (hybridspades),SemiBin_47.fa,99.98,0.72,0.863,183944,310.5371789094187,2391342,0.54,25,247776
SAMEA3136663,Hybrid (hybridspades),SemiBin_48.fa,34.13,0.0,0.86,95667,306.5075862068966,773527,0.61,9,232060
SAMEA3136663,Hybrid (hybridspades),SemiBin_49.fa,85.32,49.69,0.894,39476,350.1195575429513,4982566,0.42,175,228772
SAMEA3136663,Hybrid (hybridspades),SemiBin_5.fa,74.36,0.02,0.909,1470885,327.0615384615385,1470885,0.38,1,1470885
SAMEA3136663,Hybrid (hybridspades),SemiBin_50.fa,29.52,1.28,0.889,47475,358.3962848297214,1170263,0.42,36,140536
SAMEA3136663,Hybrid (hybridspades),SemiBin_51.fa,8.46,0.33,0.908,211014,360.2671755725191,311348,0.45,2,211014
SAMEA3136663,Hybrid (hybridspades),SemiBin_52.fa,6.26,0.0,0.875,209795,344.6629213483146,209795,0.58,1,209795
SAMEA3136663,Hybrid (hybridspades),SemiBin_53.fa,72.37,2.75,0.871,76601,319.6036318096431,1755373,0.6,39,201216
SAMEA3136663,Hybrid (hybridspades),SemiBin_54.fa,12.1,0.04,0.903,200023,328.6233766233766,251634,0.54,3,200023
SAMEA3136663,Hybrid (hybridspades),SemiBin_55.fa,31.71,0.75,0.871,95788,297.3070452155625,972679,0.45,16,197141
SAMEA3136663,Hybrid (hybridspades),SemiBin_57.fa,19.46,0.09,0.848,138939,333.5797101449276,487682,0.41,5,191264
SAMEA3136663,Hybrid (hybridspades),SemiBin_58.fa,6.69,0.0,0.884,188110,338.623595505618,204307,0.37,2,188110
SAMEA3136663,Hybrid (hybridspades),SemiBin_59.fa,45.57,1.54,0.884,109807,333.6655574043261,1359533,0.45,23,185750
SAMEA3136663,Hybrid (hybridspades),SemiBin_6.fa,76.72,0.36,0.894,1422011,320.1348907309721,1422011,0.62,1,1422011
SAMEA3136663,Hybrid (hybridspades),SemiBin_60.fa,7.79,0.01,0.842,78760,249.6335877862596,348309,0.39,12,160236
SAMEA3136663,Hybrid (hybridspades),SemiBin_61.fa,13.6,0.11,0.866,59690,309.8851802403204,802566,0.55,27,156184
SAMEA3136663,Hybrid (hybridspades),SemiBin_62.fa,13.0,0.07,0.887,148126,335.5265306122449,277333,0.6,2,148126
SAMEA3136663,Hybrid (hybridspades),SemiBin_63.fa,9.61,0.06,0.883,142090,329.4698275862069,259177,0.61,3,142090
SAMEA3136663,Hybrid (hybridspades),SemiBin_64.fa,11.3,0.2,0.841,26249,286.3061224489796,498979,0.52,31,133710
SAMEA3136663,Hybrid (hybridspades),SemiBin_66.fa,10.2,0.0,0.863,126150,293.2520661157025,246150,0.61,4,126150
SAMEA3136663,Hybrid (hybridspades),SemiBin_67.fa,74.78,1.07,0.835,26087,251.3947223749313,1636561,0.51,112,121092
SAMEA3136663,Hybrid (hybridspades),SemiBin_68.fa,8.05,0.89,0.844,61577,266.4700854700855,441822,0.45,11,119758
SAMEA3136663,Hybrid (hybridspades),SemiBin_69.fa,15.14,1.09,0.835,49017,317.0173410404624,393239,0.57,15,119678
SAMEA3136663,Hybrid (hybridspades),SemiBin_7.fa,41.38,0.27,0.888,1234510,311.421768707483,1234510,0.37,1,1234510
SAMEA3136663,Hybrid (hybridspades),SemiBin_70.fa,20.65,1.06,0.853,80533,320.3159557661928,712302,0.59,13,117438
SAMEA3136663,Hybrid (hybridspades),SemiBin_71.fa,17.31,0.01,0.865,108241,299.0438356164383,378280,0.59,6,116154
SAMEA3136663,Hybrid (hybridspades),SemiBin_72.fa,84.24,2.15,0.883,28055,295.8380782918149,2251920,0.42,111,111638
SAMEA3136663,Hybrid (hybridspades),SemiBin_73.fa,15.26,0.0,0.851,73518,329.2870905587669,601785,0.42,11,110329
SAMEA3136663,Hybrid (hybridspades),SemiBin_74.fa,79.85,0.78,0.846,23778,264.6782236073237,2402283,0.59,149,108998
SAMEA3136663,Hybrid (hybridspades),SemiBin_75.fa,90.83,2.42,0.878,54364,275.8066635382449,2003958,0.32,67,102341
SAMEA3136663,Hybrid (hybridspades),SemiBin_76.fa,84.85,2.6,0.888,30056,310.4624454148471,2394212,0.49,117,100252
SAMEA3136663,Hybrid (hybridspades),SemiBin_77.fa,13.52,0.06,0.845,80953,318.9021739130435,416031,0.59,5,100114
SAMEA3136663,Hybrid (hybridspades),SemiBin_78.fa,90.59,4.15,0.889,34491,279.7770867430442,2874556,0.46,121,99107
SAMEA3136663,Hybrid (hybridspades),SemiBin_79.fa,66.57,3.54,0.859,26078,297.5452145214521,1573061,0.59,96,97493
SAMEA3136663,Hybrid (hybridspades),SemiBin_8.fa,86.45,1.7,0.884,1204664,321.4313824419778,2158274,0.53,3,1204664
SAMEA3136663,Hybrid (hybridspades),SemiBin_80.fa,17.24,0.0,0.901,81275,400.4972222222222,479286,0.37,7,96897
SAMEA3136663,Hybrid (hybridspades),SemiBin_81.fa,8.93,0.02,0.834,59531,330.4360465116279,204255,0.59,5,95048
SAMEA3136663,Hybrid (hybridspades),SemiBin_83.fa,67.13,0.96,0.864,18551,268.8589168678855,2695228,0.43,186,93048
SAMEA3136663,Hybrid (hybridspades),SemiBin_84.fa,10.19,0.39,0.855,29973,249.4720873786408,719228,0.48,33,90641
SAMEA3136663,Hybrid (hybridspades),SemiBin_87.fa,4.1,0.0,0.866,49327,314.5284974093264,209864,0.42,6,88610
SAMEA3136663,Hybrid (hybridspades),SemiBin_88.fa,7.78,0.0,0.851,39138,287.3726415094339,214085,0.4,5,88476
SAMEA3136663,Hybrid (hybridspades),SemiBin_9.fa,67.44,1.26,0.861,1181932,307.3506862281117,2261955,0.28,14,1181932
SAMEA3136663,Hybrid (hybridspades),SemiBin_90.fa,86.67,3.99,0.869,31361,290.7365070578467,3613074,0.51,171,83408
SAMEA3136663,Hybrid (hybridspades),SemiBin_94.fa,66.93,1.78,0.765,25773,192.3405191377035,1702639,0.5,118,71743
SAMEA3136663,Hybrid (hybridspades),SemiBin_96.fa,32.17,2.04,0.755,14320,164.3460038986355,1329483,0.43,136,68497
SAMEA3136663,Hybrid (hybridspades),SemiBin_97.fa,11.31,0.55,0.702,15158,140.2231638418079,626275,0.38,56,66026
SAMEA3136663,Hybrid (hybridspades),SemiBin_98.fa,68.82,5.32,0.742,16858,203.3867248363976,2630375,0.27,248,64540
SAMEA3136663,Hybrid (hybridspades),SemiBin_99.fa,79.53,2.9,0.874,18526,253.190031152648,2499493,0.54,218,64438
SAMEA3136663,LR (metaflye),SemiBin_0.fa,98.55,2.11,0.89,48528,313.5297268344938,1969984,0.62,52,110488
SAMEA3136663,LR (metaflye),SemiBin_1.fa,99.12,0.82,0.864,310676,332.2334318277754,2728849,0.59,18,582906
SAMEA3136663,LR (metaflye),SemiBin_10.fa,80.28,0.42,0.879,186200,279.7286848463928,2754562,0.43,22,416540
SAMEA3136663,LR (metaflye),SemiBin_11.fa,62.59,0.0,0.9,87071,305.3549206349206,1599796,0.38,25,147203
SAMEA3136663,LR (metaflye),SemiBin_12.fa,73.27,0.0,0.912,475555,328.8568111455108,1395419,0.38,3,537718
SAMEA3136663,LR (metaflye),SemiBin_13.fa,64.63,7.69,0.864,18607,305.6885947839626,2720752,0.58,162,77183
SAMEA3136663,LR (metaflye),SemiBin_14.fa,70.65,2.29,0.833,48702,277.0009823182711,2024242,0.55,52,167605
SAMEA3136663,LR (metaflye),SemiBin_15.fa,79.43,0.98,0.855,74788,283.2526381129733,1596564,0.61,39,145018
SAMEA3136663,LR (metaflye),SemiBin_16.fa,43.07,0.31,0.865,1028007,302.9059334298119,1448172,0.43,3,1028007
SAMEA3136663,LR (metaflye),SemiBin_17.fa,52.53,1.18,0.869,81771,321.4469111969112,1146751,0.53,15,166838
SAMEA3136663,LR (metaflye),SemiBin_18.fa,85.97,0.57,0.883,786388,305.4059171597633,2624252,0.37,8,916062
SAMEA3136663,LR (metaflye),SemiBin_19.fa,78.21,0.46,0.909,57467,301.0410588870881,1834025,0.42,33,142371
SAMEA3136663,LR (metaflye),SemiBin_2.fa,100.0,1.28,0.859,100539,295.6163318211277,1590049,0.29,24,175360
SAMEA3136663,LR (metaflye),SemiBin_20.fa,42.52,0.77,0.878,100841,337.0416966211359,1598257,0.47,20,182940
SAMEA3136663,LR (metaflye),SemiBin_21.fa,46.4,6.17,0.858,126719,283.6406067677946,1694210,0.4,24,357214
SAMEA3136663,LR (metaflye),SemiBin_22.fa,42.33,0.72,0.875,106199,249.7164179104478,1314359,0.29,14,188299
SAMEA3136663,LR (metaflye),SemiBin_23.fa,44.13,0.77,0.83,79650,259.1964520367937,1418721,0.6,20,139389
SAMEA3136663,LR (metaflye),SemiBin_24.fa,53.9,1.46,0.846,22985,257.2266922094508,1423458,0.45,70,65855
SAMEA3136663,LR (metaflye),SemiBin_25.fa,43.97,0.63,0.827,136011,273.7170035671819,1664640,0.6,26,278635
SAMEA3136663,LR (metaflye),SemiBin_26.fa,40.42,1.72,0.838,63823,272.6938877755511,1941055,0.42,31,257581
SAMEA3136663,LR (metaflye),SemiBin_27.fa,27.23,0.55,0.869,28705,300.7795620437956,708905,0.61,29,62605
SAMEA3136663,LR (metaflye),SemiBin_28.fa,28.75,0.56,0.866,673982,265.5135869565217,673982,0.32,1,673982
SAMEA3136663,LR (metaflye),SemiBin_29.fa,41.04,0.43,0.815,45624,261.8914728682171,743484,0.51,22,114940
SAMEA3136663,LR (metaflye),SemiBin_3.fa,100.0,0.41,0.872,1748728,360.8778409090909,2183688,0.59,3,1748728
SAMEA3136663,LR (metaflye),SemiBin_30.fa,27.21,0.19,0.816,33416,226.8258602711157,795515,0.6,28,77470
SAMEA3136663,LR (metaflye),SemiBin_31.fa,28.33,0.33,0.864,37176,280.7407975460123,633728,0.58,17,63698
SAMEA3136663,LR (metaflye),SemiBin_32.fa,25.36,0.0,0.901,161537,335.383908045977,484860,0.39,3,168170
SAMEA3136663,LR (metaflye),SemiBin_33.fa,25.13,0.08,0.862,17877,271.1456310679612,870715,0.52,52,30363
SAMEA3136663,LR (metaflye),SemiBin_34.fa,28.57,0.2,0.885,394059,321.8460451977401,770974,0.45,2,394059
SAMEA3136663,LR (metaflye),SemiBin_35.fa,24.45,1.02,0.83,287472,310.0192771084338,928385,0.42,10,403804
SAMEA3136663,LR (metaflye),SemiBin_36.fa,20.55,0.29,0.844,378861,218.6443228454172,563300,0.41,2,378861
SAMEA3136663,LR (metaflye),SemiBin_37.fa,16.01,0.45,0.832,27334,266.6678787878788,790418,0.56,32,53531
SAMEA3136663,LR (metaflye),SemiBin_38.fa,19.71,0.14,0.833,98423,254.2317351598174,798008,0.42,9,132315
SAMEA3136663,LR (metaflye),SemiBin_39.fa,17.0,0.1,0.88,660744,299.4970484061393,862068,0.44,5,660744
SAMEA3136663,LR (metaflye),SemiBin_4.fa,93.85,0.01,0.886,213229,319.6936829558999,1813018,0.53,13,322162
SAMEA3136663,LR (metaflye),SemiBin_40.fa,35.35,0.59,0.852,102896,305.4870370370371,1159149,0.55,21,159659
SAMEA3136663,LR (metaflye),SemiBin_41.fa,44.08,3.63,0.846,61696,278.6150568181818,1387642,0.58,26,188396
SAMEA3136663,LR (metaflye),SemiBin_42.fa,27.29,2.05,0.84,31059,267.2298755186722,1145548,0.53,53,119679
SAMEA3136663,LR (metaflye),SemiBin_43.fa,20.03,0.02,0.863,308609,331.0040404040404,568295,0.42,2,308609
SAMEA3136663,LR (metaflye),SemiBin_44.fa,16.73,0.33,0.841,71821,304.5253940455341,619137,0.44,11,95522
SAMEA3136663,LR (metaflye),SemiBin_45.fa,29.07,0.47,0.869,38196,264.58958068615,716685,0.32,24,83414
SAMEA3136663,LR (metaflye),SemiBin_46.fa,19.6,0.25,0.82,256303,239.0914560770156,721740,0.42,3,349489
SAMEA3136663,LR (metaflye),SemiBin_47.fa,20.36,0.32,0.754,723143,179.1190243902439,723143,0.43,1,723143
SAMEA3136663,LR (metaflye),SemiBin_48.fa,34.87,3.0,0.823,219329,257.6830517153098,1828644,0.28,47,472351
SAMEA3136663,LR (metaflye),SemiBin_49.fa,11.36,0.0,0.856,83345,296.0991379310345,240653,0.29,3,88300
SAMEA3136663,LR (metaflye),SemiBin_5.fa,95.85,18.67,0.817,17395,301.2656190111153,2881954,0.57,183,58322
SAMEA3136663,LR (metaflye),SemiBin_50.fa,21.52,0.0,0.901,91580,314.0290556900727,431280,0.42,5,129316
SAMEA3136663,LR (metaflye),SemiBin_51.fa,10.5,1.5,0.829,57077,236.5691176470588,578321,0.42,11,80563
SAMEA3136663,LR (metaflye),SemiBin_52.fa,45.61,7.31,0.848,32762,268.4279835390947,2526710,0.43,82,85590
SAMEA3136663,LR (metaflye),SemiBin_53.fa,10.8,0.0,0.869,279215,327.9311740890688,279215,0.32,1,279215
SAMEA3136663,LR (metaflye),SemiBin_54.fa,9.47,0.02,0.856,42555,231.7303664921466,308394,0.44,10,52596
SAMEA3136663,LR (metaflye),SemiBin_55.fa,10.75,0.0,0.875,18073,274.4945054945055,426557,0.51,25,37569
SAMEA3136663,LR (metaflye),SemiBin_56.fa,12.26,0.0,0.855,122314,267.5786666666667,350843,0.59,3,129693
SAMEA3136663,LR (metaflye),SemiBin_57.fa,10.41,0.0,0.808,41878,206.6431924882629,324313,0.46,8,100953
SAMEA3136663,LR (metaflye),SemiBin_58.fa,20.57,0.88,0.854,33086,232.9302752293578,886044,0.48,39,79998
SAMEA3136663,LR (metaflye),SemiBin_59.fa,14.48,0.03,0.846,285251,224.3812154696133,285251,0.54,1,285251
SAMEA3136663,LR (metaflye),SemiBin_6.fa,85.29,5.85,0.87,123852,344.4986271279517,2160281,0.6,32,247376
SAMEA3136663,LR (metaflye),SemiBin_60.fa,10.33,0.22,0.716,66098,185.4681481481481,520940,0.43,13,136005
SAMEA3136663,LR (metaflye),SemiBin_61.fa,12.62,0.01,0.845,54073,259.8288508557457,374630,0.48,7,90916
SAMEA3136663,LR (metaflye),SemiBin_62.fa,6.72,0.0,0.883,27576,334.2233502538071,222987,0.43,8,37942
SAMEA3136663,LR (metaflye),SemiBin_63.fa,11.43,0.37,0.806,39533,221.0812064965197,351805,0.43,10,66044
SAMEA3136663,LR (metaflye),SemiBin_64.fa,7.92,0.0,0.844,61135,238.5296912114014,354926,0.51,12,119784
SAMEA3136663,LR (metaflye),SemiBin_65.fa,11.03,0.06,0.843,42470,235.031847133758,391518,0.54,9,65903
SAMEA3136663,LR (metaflye),SemiBin_66.fa,10.44,0.15,0.881,275315,256.8832807570978,275315,0.46,1,275315
SAMEA3136663,LR (metaflye),SemiBin_67.fa,6.63,0.0,0.86,112655,372.0955414012739,203498,0.32,2,112655
